no_survey,visit_id,visit_date,checkin_time,checkout_time,checkin_latitude,checkin_longitude,customer_code,customer_name,cluster_name,provinsi_id,provinsi,area_id,area_name,kabupaten_id,kabupaten,sap_code,salesman,salesman_id,distributor_code,distributor_name,id_supervisor,supervisor,product_code,product_name,stock,volume_sales,cost_price,order_date,volume_order,sale_price,kapasitas_jual,kapasitas_gudang,kemasan,brand,brand_group
SRV-20261015-7738,VAtlas-20261015-464,2026-10-15,10:20:00,10:59:00,2.91388258646906,104.342988723811,CUAtlas-103802-2,Toko Survey 103802 2,Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103802,KOTA GORONTALO,SAP-CUAtlas-103802-2,Salesman O92,SLS-092,SD-1038-02,PT Distributor Gorontalo 02,FondaV-013,Supervisor M13,PRD-408,Semen RAJASA Standar,49,82,54555,2026-10-09,188,57771,708,1303,40 Kg,RAJASA,INTP
SRV-20261015-9846,VAtlas-20261015-780,2026-10-15,08:48:00,09:15:00,-3.85270531934843,103.4862206481,CUAtlas-103401-3,Toko Survey 103401 3,Bronze,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-3,Salesman T45,SLS-045,SD-1034-01,PT Distributor Sulawesi Barat 01,FondaV-006,Supervisor T6,PRD-896,Semen GAMA Standar,268,17,51247,2026-10-14,30,61152,978,1659,50 Kg,GAMA,INTP
SRV-20261015-4882,VAtlas-20261015-534,2026-10-15,16:32:00,16:52:00,0.375640024600495,109.295343277928,CUAtlas-101801-1,Toko Survey 101801 1,Silver,1018,BENGKULU,Fonda,AREA 23 LEBONG,101801,KABUPATEN REJANG LEBONG,SAP-CUAtlas-101801-1,Salesman L63,SLS-063,SD-1018-03,PT Distributor Bengkulu 03,FondaV-013,Supervisor M13,PRD-114,Semen Fonda Premium,356,52,48086,2026-10-12,13,59611,616,449,40 Kg,Fonda,SIG
SRV-20261015-2994,VAtlas-20261015-560,2026-10-15,15:31:00,15:49:00,3.80744995209882,98.491729867973,CUAtlas-101501-0,Toko Survey 101501 0,Super Platinum,1015,JAMBI,Fonda,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-0,Salesman A52,SLS-052,SD-1015-01,PT Distributor Jambi 01,FondaV-015,Supervisor K15,PRD-283,Semen GAMA Premium,298,51,51702,2026-10-09,169,61280,507,221,40 Kg,GAMA,INTP
SRV-20261015-9639,VAtlas-20261015-946,2026-10-15,08:15:00,08:59:00,4.81300493823577,126.626327880672,CUAtlas-101903-0,Toko Survey 101903 0,Bronze,1019,LAMPUNG,Monolith,AREA 30 METRO,101903,KOTA METRO,SAP-CUAtlas-101903-0,Salesman V73,SLS-073,SD-1019-02,PT Distributor Lampung 02,FondaV-011,Supervisor O11,PRD-512,Semen Kinetiq Standar,82,67,51932,2026-10-12,16,58389,337,1669,50 Kg,Kinetiq,SIG
SRV-20261015-4067,VAtlas-20261015-742,2026-10-15,10:42:00,11:20:00,-2.979102951193,139.597499836135,CUAtlas-101403-1,Toko Survey 101403 1,Platinum,1014,KEPULAUAN RIAU,Fonda,AREA 17 KEP. RIAU,101403,KOTA TANJUNG PINANG,SAP-CUAtlas-101403-1,Salesman Y50,SLS-050,SD-1014-01,PT Distributor Kepulauan Riau 01,FondaV-016,Supervisor J16,PRD-482,Semen Tecton Premium,254,68,51255,2026-10-13,31,61857,329,1820,50 Kg,Tecton,SIG
SRV-20261015-3790,VAtlas-20261015-321,2026-10-15,13:33:00,13:48:00,0.0080955353500336,104.711637116096,CUAtlas-104302-3,Toko Survey 104302 3,Silver,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104302,KOTA TARAKAN,SAP-CUAtlas-104302-3,Salesman Q16,SLS-016,SD-1043-01,PT Distributor Kalimantan Utara 01,FondaV-019,Supervisor G19,PRD-707,Semen Atlas Premium,144,67,48157,2026-10-08,143,68216,943,474,40 Kg,Atlas,SIG
SRV-20261015-4204,VAtlas-20261015-361,2026-10-15,09:32:00,10:14:00,-0.971345799627921,98.2127499495733,CUAtlas-101702-0,Toko Survey 101702 0,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101702,KOTA PANGKAL PINANG,SAP-CUAtlas-101702-0,Salesman E82,SLS-082,SD-1017-03,PT Distributor Kepulauan Bangka Belitung 03,FondaV-012,Supervisor N12,PRD-871,Semen Omnicore Standar,92,75,45205,2026-10-14,33,61120,738,327,50 Kg,Omnicore,SIG
SRV-20261015-5891,VAtlas-20261015-719,2026-10-15,08:31:00,09:15:00,-6.81786834720225,115.359981828809,CUAtlas-103102-0,Toko Survey 103102 0,Bronze,1031,KALIMANTAN TENGAH,Primebase,AREA 63 PALANGKARAYA,103102,KOTA PALANGKA RAYA,SAP-CUAtlas-103102-0,Salesman V47,SLS-047,SD-1031-01,PT Distributor Kalimantan Tengah 01,FondaV-016,Supervisor J16,PRD-136,Semen GAMA Premium,495,10,48130,2026-10-13,101,59130,875,412,50 Kg,GAMA,INTP
SRV-20261015-5723,VAtlas-20261015-149,2026-10-15,14:32:00,14:51:00,-8.77175139690047,124.804834388795,CUAtlas-101302-1,Toko Survey 101302 1,Bronze,1013,RIAU,Fonda,AREA 13 PEKANBARU,101302,KOTA PEKANBARU,SAP-CUAtlas-101302-1,Salesman Z51,SLS-051,SD-1013-01,PT Distributor Riau 01,FondaV-014,Supervisor L14,PRD-296,Semen SANJAYA Premium,270,79,45225,2026-10-12,71,63148,125,315,40 Kg,SANJAYA,INTP
SRV-20261015-1417,VAtlas-20261015-163,2026-10-15,11:00:00,11:37:00,4.08031670724244,139.039344685492,CUAtlas-103902-2,Toko Survey 103902 2,Bronze,1039,MALUKU,Atlas,AREA 92 MALUKU,103902,KOTA AMBON,SAP-CUAtlas-103902-2,Salesman L37,SLS-037,SD-1039-02,PT Distributor Maluku 02,FondaV-001,Supervisor Y1,PRD-315,Semen Vanguard Standar,279,39,53510,2026-10-09,150,68048,952,667,50 Kg,Vanguard,SIG
SRV-20261015-3369,VAtlas-20261015-194,2026-10-15,15:58:00,16:17:00,2.72986197760779,111.096419972273,CUAtlas-101301-1,Toko Survey 101301 1,Silver,1013,RIAU,Fonda,AREA 15 KAMPAR,101301,KABUPATEN KAMPAR,SAP-CUAtlas-101301-1,Salesman U98,SLS-098,SD-1013-02,PT Distributor Riau 02,FondaV-005,Supervisor U5,PRD-850,Semen BINTA Premium,107,7,52287,2026-10-14,149,68755,744,897,50 Kg,BINTA,INTP
SRV-20261015-1101,VAtlas-20261015-421,2026-10-15,14:40:00,14:55:00,-6.59256628756772,133.451129501737,CUAtlas-103301-1,Toko Survey 103301 1,Super Platinum,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103301,KABUPATEN MAROS,SAP-CUAtlas-103301-1,Salesman E30,SLS-030,SD-1033-01,PT Distributor Sulawesi Selatan 01,FondaV-017,Supervisor I17,PRD-711,Semen SANJAYA Standar,239,69,45157,2026-10-11,60,69062,932,1987,40 Kg,SANJAYA,INTP
SRV-20261015-1436,VAtlas-20261015-617,2026-10-15,16:50:00,17:07:00,-2.94813483800687,108.000226302193,CUAtlas-102401-1,Toko Survey 102401 1,Bronze,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102401,KABUPATEN SLEMAN,SAP-CUAtlas-102401-1,Salesman B79,SLS-079,SD-1024-01,PT Distributor Di Yogyakarta 01,FondaV-004,Supervisor V4,PRD-528,Semen Fonda Premium,74,33,47912,2026-10-10,186,60766,544,1892,40 Kg,Fonda,SIG
SRV-20261016-3788,VAtlas-20261016-884,2026-10-16,12:11:00,12:53:00,-4.00888405415407,130.312045326914,CUAtlas-101402-1,Toko Survey 101402 1,Bronze,1014,KEPULAUAN RIAU,Fonda,AREA 16 BATAM,101402,KOTA BATAM,SAP-CUAtlas-101402-1,Salesman W74,SLS-074,SD-1014-01,PT Distributor Kepulauan Riau 01,FondaV-004,Supervisor V4,PRD-522,Semen Atlas Premium,58,8,51745,2026-10-14,177,62824,287,909,50 Kg,Atlas,SIG
SRV-20261016-7479,VAtlas-20261016-164,2026-10-16,16:02:00,16:23:00,2.77389900248114,133.391287160209,CUAtlas-104102-2,Toko Survey 104102 2,Silver,1041,PAPUA,Atlas,AREA 95 JAYAPURA,104102,KOTA JAYAPURA,SAP-CUAtlas-104102-2,Salesman B1,SLS-001,SD-1041-01,PT Distributor Papua 01,FondaV-005,Supervisor U5,PRD-195,Semen Monolith Standar,321,94,53570,2026-10-14,141,64857,144,1188,50 Kg,Monolith,SIG
SRV-20261016-6891,VAtlas-20261016-245,2026-10-16,15:34:00,15:59:00,-6.56205227969097,106.13224119216,CUAtlas-102402-3,Toko Survey 102402 3,Bronze,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102402,KOTA YOGYAKARTA,SAP-CUAtlas-102402-3,Salesman G84,SLS-084,SD-1024-01,PT Distributor Di Yogyakarta 01,FondaV-013,Supervisor M13,PRD-244,Semen SANJAYA Premium,163,33,52206,2026-10-14,101,59417,447,1796,40 Kg,SANJAYA,INTP
SRV-20261016-6207,VAtlas-20261016-787,2026-10-16,16:45:00,17:04:00,4.94708769555415,115.199613874508,CUAtlas-101701-1,Toko Survey 101701 1,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101701,KABUPATEN BANGKA,SAP-CUAtlas-101701-1,Salesman A26,SLS-026,SD-1017-01,PT Distributor Kepulauan Bangka Belitung 01,FondaV-016,Supervisor J16,PRD-665,Semen TIDAR Standar,371,92,45410,2026-10-10,85,68048,847,751,40 Kg,TIDAR,INTP
SRV-20261016-7562,VAtlas-20261016-969,2026-10-16,15:56:00,16:21:00,3.10139484162637,125.55369023643,CUAtlas-102401-1,Toko Survey 102401 1,Bronze,1024,DI YOGYAKARTA,Omnicore,AREA 47 YOGYAKARTA,102401,KABUPATEN SLEMAN,SAP-CUAtlas-102401-1,Salesman R43,SLS-043,SD-1024-02,PT Distributor Di Yogyakarta 02,FondaV-019,Supervisor G19,PRD-623,Semen Fonda Premium,300,72,45018,2026-10-15,66,66731,374,1634,50 Kg,Fonda,SIG
SRV-20261016-6389,VAtlas-20261016-548,2026-10-16,14:59:00,15:28:00,1.37271209937937,108.280705981392,CUAtlas-101102-1,Toko Survey 101102 1,Bronze,1011,SUMATERA UTARA,Fonda,AREA 05 MEDAN,101102,KOTA MEDAN,SAP-CUAtlas-101102-1,Salesman N65,SLS-065,SD-1011-01,PT Distributor Sumatera Utara 01,FondaV-006,Supervisor T6,PRD-745,Semen Atlas Premium,47,73,53928,2026-10-09,85,67042,979,1269,50 Kg,Atlas,SIG
SRV-20261016-8462,VAtlas-20261016-360,2026-10-16,14:07:00,14:42:00,3.47584426985744,138.20614049296,CUAtlas-101903-1,Toko Survey 101903 1,Super Platinum,1019,LAMPUNG,Monolith,AREA 30 METRO,101903,KOTA METRO,SAP-CUAtlas-101903-1,Salesman F57,SLS-057,SD-1019-03,PT Distributor Lampung 03,FondaV-018,Supervisor H18,PRD-625,Semen Kinetiq Standar,206,49,54178,2026-10-11,101,65406,805,1466,50 Kg,Kinetiq,SIG
SRV-20261016-2248,VAtlas-20261016-452,2026-10-16,13:58:00,14:43:00,1.0123751993784,99.0642412356347,CUAtlas-101701-2,Toko Survey 101701 2,Platinum,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101701,KABUPATEN BANGKA,SAP-CUAtlas-101701-2,Salesman Z25,SLS-025,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-012,Supervisor N12,PRD-161,Semen TerraBlock Standar,120,93,53461,2026-10-11,47,67299,808,1771,40 Kg,TerraBlock,SIG
SRV-20261016-3445,VAtlas-20261016-262,2026-10-16,14:53:00,15:10:00,-0.896258472030816,107.605778772292,CUAtlas-103301-0,Toko Survey 103301 0,Super Platinum,1033,SULAWESI SELATAN,Atlas,AREA 72 MAKASSAR,103301,KABUPATEN MAROS,SAP-CUAtlas-103301-0,Salesman U20,SLS-020,SD-1033-03,PT Distributor Sulawesi Selatan 03,FondaV-020,Supervisor F20,PRD-606,Semen Omnicore Premium,156,69,49977,2026-10-14,64,60744,335,1747,50 Kg,Omnicore,SIG
SRV-20261016-9082,VAtlas-20261016-626,2026-10-16,16:38:00,17:06:00,0.123096611785345,138.840021505677,CUAtlas-102802-1,Toko Survey 102802 1,Platinum,1028,NUSA TENGGARA TIMUR,Atlas,AREA 90 KUPANG,102802,KOTA KUPANG,SAP-CUAtlas-102802-1,Salesman U20,SLS-020,SD-1028-01,PT Distributor Nusa Tenggara Timur 01,FondaV-019,Supervisor G19,PRD-903,Semen Monolith Premium,203,74,47001,2026-10-10,25,57229,413,1766,40 Kg,Monolith,SIG
SRV-20261016-8565,VAtlas-20261016-554,2026-10-16,13:32:00,14:17:00,3.74152642589804,137.26429417439,CUAtlas-103001-1,Toko Survey 103001 1,Bronze,1030,KALIMANTAN SELATAN,Atlas,AREA 65 BANJARMASIN,103001,KABUPATEN BANJAR,SAP-CUAtlas-103001-1,Salesman U20,SLS-020,SD-1030-03,PT Distributor Kalimantan Selatan 03,FondaV-015,Supervisor K15,PRD-161,Semen Fonda Standar,170,58,49371,2026-10-11,70,64721,985,1242,40 Kg,Fonda,SIG
SRV-20261016-3770,VAtlas-20261016-750,2026-10-16,09:02:00,09:43:00,-1.23203220410313,103.437269873749,CUAtlas-102901-3,Toko Survey 102901 3,Platinum,1029,KALIMANTAN BARAT,Primebase,AREA 58 PONTIANAK,102901,KABUPATEN KUBU RAYA,SAP-CUAtlas-102901-3,Salesman P67,SLS-067,SD-1029-03,PT Distributor Kalimantan Barat 03,FondaV-013,Supervisor M13,PRD-203,Semen Tecton Premium,380,85,52696,2026-10-10,94,67610,351,970,50 Kg,Tecton,SIG
SRV-20261016-6682,VAtlas-20261016-748,2026-10-16,12:07:00,12:31:00,-7.60916323464361,137.637800335152,CUAtlas-103902-2,Toko Survey 103902 2,Bronze,1039,MALUKU,Atlas,AREA 92 MALUKU,103902,KOTA AMBON,SAP-CUAtlas-103902-2,Salesman C28,SLS-028,SD-1039-03,PT Distributor Maluku 03,FondaV-013,Supervisor M13,PRD-253,Semen Omnicore Premium,155,21,51975,2026-10-11,191,63272,942,621,40 Kg,Omnicore,SIG
SRV-20261016-8525,VAtlas-20261016-412,2026-10-16,14:26:00,14:41:00,-8.82324045274663,115.924292221633,CUAtlas-102802-0,Toko Survey 102802 0,Platinum,1028,NUSA TENGGARA TIMUR,Atlas,AREA 90 KUPANG,102802,KOTA KUPANG,SAP-CUAtlas-102802-0,Salesman H59,SLS-059,SD-1028-01,PT Distributor Nusa Tenggara Timur 01,FondaV-008,Supervisor R8,PRD-997,Semen Fonda Standar,492,49,47966,2026-10-12,43,67214,175,1880,40 Kg,Fonda,SIG
SRV-20261016-4473,VAtlas-20261016-457,2026-10-16,10:22:00,10:52:00,0.69812655722933,110.501784371336,CUAtlas-102301-2,Toko Survey 102301 2,Platinum,1023,JAWA TENGAH,Primebase,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-2,Salesman H59,SLS-059,SD-1023-03,PT Distributor Jawa Tengah 03,FondaV-005,Supervisor U5,PRD-460,Semen Tecton Standar,398,88,47692,2026-10-09,23,56287,653,1253,40 Kg,Tecton,SIG
SRV-20261016-8219,VAtlas-20261016-516,2026-10-16,12:08:00,12:40:00,-5.07372560869134,126.622254081367,CUAtlas-102801-0,Toko Survey 102801 0,Silver,1028,NUSA TENGGARA TIMUR,Atlas,AREA 90 KUPANG,102801,KABUPATEN KUPANG,SAP-CUAtlas-102801-0,Salesman Y50,SLS-050,SD-1028-01,PT Distributor Nusa Tenggara Timur 01,FondaV-003,Supervisor W3,PRD-990,Semen Omnicore Premium,432,30,54377,2026-10-15,66,61152,815,590,40 Kg,Omnicore,SIG
SRV-20261016-4542,VAtlas-20261016-730,2026-10-16,14:11:00,14:42:00,-0.627649210290977,131.066946907267,CUAtlas-102303-2,Toko Survey 102303 2,Silver,1023,JAWA TENGAH,Omnicore,AREA 45 SOLO,102303,KOTA SURAKARTA,SAP-CUAtlas-102303-2,Salesman H85,SLS-085,SD-1023-03,PT Distributor Jawa Tengah 03,FondaV-020,Supervisor F20,PRD-268,Semen Kinetiq Premium,168,62,46515,2026-10-09,175,58477,117,1185,50 Kg,Kinetiq,SIG
SRV-20261016-9470,VAtlas-20261016-601,2026-10-16,08:28:00,09:11:00,-5.9001197285351,97.1871129940293,CUAtlas-102701-1,Toko Survey 102701 1,Platinum,1027,NUSA TENGGARA BARAT,Atlas,AREA 86 LOMBOK,102701,KABUPATEN LOMBOK BARAT,SAP-CUAtlas-102701-1,Salesman V73,SLS-073,SD-1027-01,PT Distributor Nusa Tenggara Barat 01,FondaV-012,Supervisor N12,PRD-306,Semen BINTA Premium,111,45,53699,2026-10-09,168,65522,431,1450,40 Kg,BINTA,INTP
SRV-20261016-6909,VAtlas-20261016-715,2026-10-16,12:19:00,12:54:00,-1.36849417918076,138.673130921698,CUAtlas-103802-0,Toko Survey 103802 0,Super Platinum,1038,GORONTALO,Atlas,AREA 83 GORONTALO,103802,KOTA GORONTALO,SAP-CUAtlas-103802-0,Salesman R95,SLS-095,SD-1038-02,PT Distributor Gorontalo 02,FondaV-007,Supervisor S7,PRD-665,Semen RAJASA Premium,211,17,51982,2026-10-10,147,59789,919,611,40 Kg,RAJASA,INTP
SRV-20261016-4536,VAtlas-20261016-513,2026-10-16,15:09:00,15:52:00,-9.91930106744015,99.9236627440522,CUAtlas-102802-1,Toko Survey 102802 1,Platinum,1028,NUSA TENGGARA TIMUR,Atlas,AREA 90 KUPANG,102802,KOTA KUPANG,SAP-CUAtlas-102802-1,Salesman J87,SLS-087,SD-1028-02,PT Distributor Nusa Tenggara Timur 02,FondaV-014,Supervisor L14,PRD-827,Semen Kinetiq Standar,193,95,49585,2026-10-12,133,60582,536,1901,50 Kg,Kinetiq,SIG
SRV-20261016-7030,VAtlas-20261016-121,2026-10-16,10:46:00,11:20:00,-9.90537805505363,120.027854322176,CUAtlas-101402-1,Toko Survey 101402 1,Bronze,1014,KEPULAUAN RIAU,Fonda,AREA 16 BATAM,101402,KOTA BATAM,SAP-CUAtlas-101402-1,Salesman Q16,SLS-016,SD-1014-01,PT Distributor Kepulauan Riau 01,FondaV-004,Supervisor V4,PRD-536,Semen Atlas Standar,288,75,46457,2026-10-11,67,63127,189,783,40 Kg,Atlas,SIG
SRV-20261016-7993,VAtlas-20261016-498,2026-10-16,08:43:00,08:59:00,-6.22272578153706,109.738975357501,CUAtlas-103401-0,Toko Survey 103401 0,Silver,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103401,KABUPATEN MAJENE,SAP-CUAtlas-103401-0,Salesman Q68,SLS-068,SD-1034-03,PT Distributor Sulawesi Barat 03,FondaV-010,Supervisor P10,PRD-520,Semen Primebase Standar,302,56,47496,2026-10-10,197,67429,874,1596,50 Kg,Primebase,SIG
SRV-20261016-3552,VAtlas-20261016-264,2026-10-16,12:32:00,13:03:00,-2.25254048413696,112.818336457992,CUAtlas-103702-0,Toko Survey 103702 0,Silver,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103702,KOTA MANADO,SAP-CUAtlas-103702-0,Salesman L89,SLS-089,SD-1037-02,PT Distributor Sulawesi Utara 02,FondaV-020,Supervisor F20,PRD-315,Semen GAMA Standar,146,21,47653,2026-10-14,45,62142,789,416,50 Kg,GAMA,INTP
SRV-20261016-2131,VAtlas-20261016-831,2026-10-16,09:36:00,10:15:00,-4.84964710767015,100.533237448857,CUAtlas-101001-2,Toko Survey 101001 2,Super Platinum,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101001,KABUPATEN ACEH BESAR,SAP-CUAtlas-101001-2,Salesman S96,SLS-096,SD-1010-03,PT Distributor Aceh 03,FondaV-007,Supervisor S7,PRD-868,Semen Atlas Standar,225,50,54083,2026-10-15,70,69693,140,1237,50 Kg,Atlas,SIG
SRV-20261016-7761,VAtlas-20261016-750,2026-10-16,13:17:00,13:48:00,-7.54861447439112,114.874895408033,CUAtlas-101502-0,Toko Survey 101502 0,Super Platinum,1015,JAMBI,Fonda,AREA 18 JAMBI,101502,KOTA JAMBI,SAP-CUAtlas-101502-0,Salesman Q94,SLS-094,SD-1015-02,PT Distributor Jambi 02,FondaV-015,Supervisor K15,PRD-238,Semen Vanguard Premium,307,76,46856,2026-10-09,22,56550,811,1698,50 Kg,Vanguard,SIG
SRV-20261016-8780,VAtlas-20261016-206,2026-10-16,08:20:00,08:48:00,4.07028582802894,105.406773266057,CUAtlas-101002-4,Toko Survey 101002 4,Platinum,1010,ACEH,Fonda,AREA 01 BANDA ACEH,101002,KOTA BANDA ACEH,SAP-CUAtlas-101002-4,Salesman T71,SLS-071,SD-1010-03,PT Distributor Aceh 03,FondaV-019,Supervisor G19,PRD-257,Semen Primebase Premium,180,45,49557,2026-10-15,200,69309,341,377,50 Kg,Primebase,SIG
SRV-20261016-4458,VAtlas-20261016-670,2026-10-16,12:10:00,12:50:00,2.51553526030634,139.101466707395,CUAtlas-102301-4,Toko Survey 102301 4,Super Platinum,1023,JAWA TENGAH,Omnicore,AREA 42 PURWOKERTO,102301,KABUPATEN BANYUMAS,SAP-CUAtlas-102301-4,Salesman L89,SLS-089,SD-1023-03,PT Distributor Jawa Tengah 03,FondaV-016,Supervisor J16,PRD-715,Semen BINTA Standar,74,98,53659,2026-10-11,138,56010,416,1678,50 Kg,BINTA,INTP
SRV-20261016-5616,VAtlas-20261016-850,2026-10-16,08:15:00,08:31:00,-7.70861650896288,136.848217909496,CUAtlas-101903-0,Toko Survey 101903 0,Bronze,1019,LAMPUNG,Monolith,AREA 30 METRO,101903,KOTA METRO,SAP-CUAtlas-101903-0,Salesman B1,SLS-001,SD-1019-02,PT Distributor Lampung 02,FondaV-017,Supervisor I17,PRD-606,Semen TIDAR Standar,259,55,54196,2026-10-13,150,69550,242,982,40 Kg,TIDAR,INTP
SRV-20261017-3923,VAtlas-20261017-625,2026-10-17,14:19:00,14:55:00,3.56271235359505,99.5638003331507,CUAtlas-104301-3,Toko Survey 104301 3,Silver,1043,KALIMANTAN UTARA,Atlas,AREA 70 TARAKAN,104301,KABUPATEN BULUNGAN,SAP-CUAtlas-104301-3,Salesman Q94,SLS-094,SD-1043-03,PT Distributor Kalimantan Utara 03,FondaV-018,Supervisor H18,PRD-764,Semen Atlas Standar,113,38,52168,2026-10-15,189,63286,515,503,40 Kg,Atlas,SIG
SRV-20261017-2783,VAtlas-20261017-768,2026-10-17,08:59:00,09:36:00,-9.39924050432711,136.109703438229,CUAtlas-104101-1,Toko Survey 104101 1,Silver,1041,PAPUA,Atlas,AREA 95 JAYAPURA,104101,KABUPATEN JAYAPURA,SAP-CUAtlas-104101-1,Salesman B1,SLS-001,SD-1041-03,PT Distributor Papua 03,FondaV-001,Supervisor Y1,PRD-896,Semen Tecton Premium,361,31,51905,2026-10-10,67,62052,787,616,50 Kg,Tecton,SIG
SRV-20261017-3830,VAtlas-20261017-234,2026-10-17,15:14:00,15:39:00,1.63367226869718,98.8953791271388,CUAtlas-101501-1,Toko Survey 101501 1,Platinum,1015,JAMBI,Fonda,AREA 19 MUARO JAMBI,101501,KABUPATEN MUARO JAMBI,SAP-CUAtlas-101501-1,Salesman Q94,SLS-094,SD-1015-03,PT Distributor Jambi 03,FondaV-006,Supervisor T6,PRD-542,Semen TerraBlock Standar,487,42,47376,2026-10-14,177,60525,367,802,50 Kg,TerraBlock,SIG
SRV-20261017-8777,VAtlas-20261017-372,2026-10-17,12:32:00,12:52:00,1.78642807877656,126.152965054403,CUAtlas-101302-2,Toko Survey 101302 2,Silver,1013,RIAU,Fonda,AREA 13 PEKANBARU,101302,KOTA PEKANBARU,SAP-CUAtlas-101302-2,Salesman B53,SLS-053,SD-1013-02,PT Distributor Riau 02,FondaV-012,Supervisor N12,PRD-535,Semen GAMA Standar,57,30,50582,2026-10-15,68,67248,706,1301,50 Kg,GAMA,INTP
SRV-20261017-5869,VAtlas-20261017-634,2026-10-17,09:38:00,10:00:00,4.64709468196308,134.527672868117,CUAtlas-101702-2,Toko Survey 101702 2,Bronze,1017,KEPULAUAN BANGKA BELITUNG,Omnicore,AREA 28 BANGKA BLTNG,101702,KOTA PANGKAL PINANG,SAP-CUAtlas-101702-2,Salesman O40,SLS-040,SD-1017-02,PT Distributor Kepulauan Bangka Belitung 02,FondaV-006,Supervisor T6,PRD-900,Semen RAJASA Premium,107,33,53891,2026-10-15,78,69991,187,1914,50 Kg,RAJASA,INTP
SRV-20261017-9675,VAtlas-20261017-477,2026-10-17,13:00:00,13:40:00,0.294507588100277,114.40081099385,CUAtlas-103103-2,Toko Survey 103103 2,Bronze,1031,KALIMANTAN TENGAH,Primebase,AREA 62 KOTAWRGN TMR,103103,KABUPATEN KOTAWARINGIN TIMUR,SAP-CUAtlas-103103-2,Salesman N91,SLS-091,SD-1031-02,PT Distributor Kalimantan Tengah 02,FondaV-020,Supervisor F20,PRD-515,Semen Kinetiq Standar,254,38,52935,2026-10-15,43,65950,385,1493,40 Kg,Kinetiq,SIG
SRV-20261017-3065,VAtlas-20261017-947,2026-10-17,15:50:00,16:07:00,-5.82203529463168,116.979408446309,CUAtlas-103403-1,Toko Survey 103403 1,Platinum,1034,SULAWESI BARAT,Atlas,AREA 75 POLEWALI MDR,103403,KABUPATEN POLEWALI MANDAR,SAP-CUAtlas-103403-1,Salesman C80,SLS-080,SD-1034-01,PT Distributor Sulawesi Barat 01,FondaV-016,Supervisor J16,PRD-779,Semen SANJAYA Premium,494,58,54314,2026-10-15,73,57566,463,1420,40 Kg,SANJAYA,INTP
SRV-20261017-4669,VAtlas-20261017-647,2026-10-17,09:07:00,09:36:00,0.797704909343828,124.528239071084,CUAtlas-102602-0,Toko Survey 102602 0,Bronze,1026,BALI,Primebase,AREA 57 DENPASAR,102602,KOTA DENPASAR,SAP-CUAtlas-102602-0,Salesman J87,SLS-087,SD-1026-01,PT Distributor Bali 01,FondaV-002,Supervisor X2,PRD-441,Semen TIDAR Premium,295,26,53007,2026-10-13,45,63754,426,384,40 Kg,TIDAR,INTP
SRV-20261017-3972,VAtlas-20261017-449,2026-10-17,16:40:00,16:57:00,4.83670636896953,117.601533083962,CUAtlas-103702-0,Toko Survey 103702 0,Silver,1037,SULAWESI UTARA,Atlas,AREA 85 MINAHASA,103702,KOTA MANADO,SAP-CUAtlas-103702-0,Salesman L37,SLS-037,SD-1037-03,PT Distributor Sulawesi Utara 03,FondaV-013,Supervisor M13,PRD-972,Semen Kinetiq Standar,232,37,52062,2026-10-16,33,62853,613,377,50 Kg,Kinetiq,SIG
SRV-20261017-1319,VAtlas-20261017-335,2026-10-17,15:44:00,16:27:00,-5.5090056629086,121.241135004778,CUAtlas-101202-4,Toko Survey 101202 4,Super Platinum,1012,SUMATERA BARAT,Fonda,AREA 10 PADANG,101202,KOTA PADANG,SAP-CUAtlas-101202-4,Salesman T71,SLS-071,SD-1012-01,PT Distributor Sumatera Barat 01,FondaV-018,Supervisor H18,PRD-666,Semen Primebase Standar,200,54,50088,2026-10-14,111,60844,477,558,50 Kg,Primebase,SIG
