soldto_desc,province_desc,year_month,total_revenue,total_qty,n_products,n_transactions,year,month
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-10,737047996,622.18,4,9,2026,10
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-11,1446419290,1302.86,4,18,2026,11
PT Distributor Nusa Tenggara Timur 03,NUSA TENGGARA TIMUR,2026-12,847139479,740.91,3,8,2026,12
PT Distributor Papua 01,PAPUA,2026-01,1144532620,1025.04,4,11,2026,1
PT Distributor Papua 01,PAPUA,2026-02,1018958612,919.3,4,9,2026,2
PT Distributor Papua 01,PAPUA,2026-03,847815930,759.1700000000001,4,9,2026,3
PT Distributor Papua 01,PAPUA,2026-04,1424989253,1246.25,4,12,2026,4
PT Distributor Papua 01,PAPUA,2026-05,1269084419,1116.32,4,16,2026,5
PT Distributor Papua 01,PAPUA,2026-06,1501642425,1318.1599999999999,4,18,2026,6
PT Distributor Papua 01,PAPUA,2026-07,741707728,657.15,4,13,2026,7
PT Distributor Papua 01,PAPUA,2026-08,1107833446,992.6800000000001,4,13,2026,8
PT Distributor Papua 01,PAPUA,2026-09,1254872907,1071.44,3,10,2026,9
PT Distributor Papua 01,PAPUA,2026-10,774184933,691.15,3,7,2026,10
PT Distributor Papua 01,PAPUA,2026-11,1335248266,1193.59,4,16,2026,11
PT Distributor Papua 01,PAPUA,2026-12,1155346008,1031.03,4,13,2026,12
PT Distributor Papua 02,PAPUA,2026-01,588503756,537.68,4,10,2026,1
PT Distributor Papua 02,PAPUA,2026-02,1288007241,1097.52,4,12,2026,2
PT Distributor Papua 02,PAPUA,2026-03,950513040,829.23,4,11,2026,3
PT Distributor Papua 02,PAPUA,2026-04,1186654557,1093.09,4,16,2026,4
PT Distributor Papua 02,PAPUA,2026-05,1164474226,1010.92,4,14,2026,5
PT Distributor Papua 02,PAPUA,2026-06,1207969791,1062.73,3,11,2026,6
PT Distributor Papua 02,PAPUA,2026-07,1073449673,976.29,4,14,2026,7
PT Distributor Papua 02,PAPUA,2026-08,1544370552,1378.77,4,16,2026,8
PT Distributor Papua 02,PAPUA,2026-09,1370067125,1252.54,4,15,2026,9
PT Distributor Papua 02,PAPUA,2026-10,647642230,569.01,2,6,2026,10
PT Distributor Papua 02,PAPUA,2026-11,1367554327,1154.78,4,14,2026,11
PT Distributor Papua 02,PAPUA,2026-12,701366424,615.5899999999999,4,10,2026,12
PT Distributor Papua 03,PAPUA,2026-01,460775552,411.19,4,6,2026,1
PT Distributor Papua 03,PAPUA,2026-02,844560471,756.47,4,12,2026,2
PT Distributor Papua 03,PAPUA,2026-03,1654281901,1503.89,4,17,2026,3
PT Distributor Papua 03,PAPUA,2026-04,417878631,384.47999999999996,3,5,2026,4
PT Distributor Papua 03,PAPUA,2026-05,983925417,859.54,4,10,2026,5
PT Distributor Papua 03,PAPUA,2026-06,1230174077,1135.1,4,15,2026,6
PT Distributor Papua 03,PAPUA,2026-07,628438261,533.9300000000001,4,8,2026,7
PT Distributor Papua 03,PAPUA,2026-08,1046871413,947.61,4,12,2026,8
PT Distributor Papua 03,PAPUA,2026-09,1473406337,1293.37,4,17,2026,9
PT Distributor Papua 03,PAPUA,2026-10,1423268206,1233.87,4,18,2026,10
PT Distributor Papua 03,PAPUA,2026-11,970891811,867.93,4,14,2026,11
PT Distributor Papua 03,PAPUA,2026-12,919768069,799.9300000000001,4,10,2026,12
PT Distributor Papua Barat 01,PAPUA BARAT,2026-01,1360734929,1242.68,3,15,2026,1
PT Distributor Papua Barat 01,PAPUA BARAT,2026-02,1119751846,995.0799999999999,4,14,2026,2
PT Distributor Papua Barat 01,PAPUA BARAT,2026-03,1366095681,1222.16,4,18,2026,3
PT Distributor Papua Barat 01,PAPUA BARAT,2026-04,1342449075,1173.88,4,13,2026,4
PT Distributor Papua Barat 01,PAPUA BARAT,2026-05,1903953446,1613.75,4,21,2026,5
PT Distributor Papua Barat 01,PAPUA BARAT,2026-06,1136912830,1050.58,4,12,2026,6
PT Distributor Papua Barat 01,PAPUA BARAT,2026-07,572373974,507.01,4,6,2026,7
PT Distributor Papua Barat 01,PAPUA BARAT,2026-08,1179472115,1065.25,4,13,2026,8
PT Distributor Papua Barat 01,PAPUA BARAT,2026-09,596385441,546.1899999999999,4,7,2026,9
PT Distributor Papua Barat 01,PAPUA BARAT,2026-10,1426172331,1272.92,4,13,2026,10
PT Distributor Papua Barat 01,PAPUA BARAT,2026-11,1428503664,1326.22,4,13,2026,11
PT Distributor Papua Barat 01,PAPUA BARAT,2026-12,733296413,625.75,3,9,2026,12
PT Distributor Papua Barat 02,PAPUA BARAT,2026-01,1268285322,1119.83,4,14,2026,1
PT Distributor Papua Barat 02,PAPUA BARAT,2026-02,1469544515,1263.93,4,14,2026,2
PT Distributor Papua Barat 02,PAPUA BARAT,2026-03,1072157635,937.46,3,12,2026,3
PT Distributor Papua Barat 02,PAPUA BARAT,2026-04,1063580049,981.5999999999999,4,9,2026,4
PT Distributor Papua Barat 02,PAPUA BARAT,2026-05,1232799545,1068.54,4,12,2026,5
PT Distributor Papua Barat 02,PAPUA BARAT,2026-06,610013465,599.5,4,8,2026,6
PT Distributor Papua Barat 02,PAPUA BARAT,2026-07,1667304647,1502.48,4,17,2026,7
PT Distributor Papua Barat 02,PAPUA BARAT,2026-08,1172121311,1047.57,4,13,2026,8
PT Distributor Papua Barat 02,PAPUA BARAT,2026-09,852076434,792.58,3,8,2026,9
PT Distributor Papua Barat 02,PAPUA BARAT,2026-10,772949003,662.55,4,8,2026,10
PT Distributor Papua Barat 02,PAPUA BARAT,2026-11,752587301,669.8,4,7,2026,11
PT Distributor Papua Barat 02,PAPUA BARAT,2026-12,1556178098,1398.94,4,19,2026,12
PT Distributor Papua Barat 03,PAPUA BARAT,2026-01,993429110,883.47,4,13,2026,1
PT Distributor Papua Barat 03,PAPUA BARAT,2026-02,1251127226,1127.78,4,10,2026,2
PT Distributor Papua Barat 03,PAPUA BARAT,2026-03,1030378985,868.97,4,11,2026,3
PT Distributor Papua Barat 03,PAPUA BARAT,2026-04,864504338,786.32,4,11,2026,4
PT Distributor Papua Barat 03,PAPUA BARAT,2026-05,769061391,736.0,4,8,2026,5
PT Distributor Papua Barat 03,PAPUA BARAT,2026-06,655914226,591.47,3,8,2026,6
PT Distributor Papua Barat 03,PAPUA BARAT,2026-07,875651241,792.0699999999999,4,13,2026,7
PT Distributor Papua Barat 03,PAPUA BARAT,2026-08,1400056157,1236.53,4,14,2026,8
PT Distributor Papua Barat 03,PAPUA BARAT,2026-09,1232825733,1062.93,4,12,2026,9
PT Distributor Papua Barat 03,PAPUA BARAT,2026-10,908416462,815.8299999999999,4,10,2026,10
PT Distributor Papua Barat 03,PAPUA BARAT,2026-11,434104193,395.25,4,7,2026,11
PT Distributor Papua Barat 03,PAPUA BARAT,2026-12,583415113,500.68,4,9,2026,12
PT Distributor Riau 01,RIAU,2026-01,1085176397,1015.56,5,12,2026,1
PT Distributor Riau 01,RIAU,2026-02,996335768,844.3100000000001,8,15,2026,2
PT Distributor Riau 01,RIAU,2026-03,849217853,776.04,5,10,2026,3
PT Distributor Riau 01,RIAU,2026-04,1059432384,921.67,8,12,2026,4
PT Distributor Riau 01,RIAU,2026-05,1813525201,1611.72,7,20,2026,5
PT Distributor Riau 01,RIAU,2026-06,1467192014,1287.67,7,15,2026,6
PT Distributor Riau 01,RIAU,2026-07,1171230345,1050.34,7,14,2026,7
PT Distributor Riau 01,RIAU,2026-08,1301163984,1139.03,8,13,2026,8
PT Distributor Riau 01,RIAU,2026-09,846502934,791.5500000000001,7,9,2026,9
PT Distributor Riau 01,RIAU,2026-10,1281017621,1124.34,7,15,2026,10
PT Distributor Riau 01,RIAU,2026-11,1141446207,1005.01,8,16,2026,11
PT Distributor Riau 01,RIAU,2026-12,790450645,740.9499999999999,6,10,2026,12
PT Distributor Riau 02,RIAU,2026-01,1738195560,1495.84,7,18,2026,1
PT Distributor Riau 02,RIAU,2026-02,717681098,623.94,6,8,2026,2
PT Distributor Riau 02,RIAU,2026-03,1206084720,1046.78,7,13,2026,3
PT Distributor Riau 02,RIAU,2026-04,1135065516,1007.57,6,13,2026,4
PT Distributor Riau 02,RIAU,2026-05,1639627493,1461.2,7,15,2026,5
PT Distributor Riau 02,RIAU,2026-06,799569107,770.8,5,7,2026,6
PT Distributor Riau 02,RIAU,2026-07,1229326119,1111.6100000000001,6,12,2026,7
PT Distributor Riau 02,RIAU,2026-08,1884225527,1666.11,7,19,2026,8
PT Distributor Riau 02,RIAU,2026-09,939384373,803.08,6,10,2026,9
PT Distributor Riau 02,RIAU,2026-10,872543732,765.09,5,9,2026,10
PT Distributor Riau 02,RIAU,2026-11,742172544,629.15,4,7,2026,11
PT Distributor Riau 02,RIAU,2026-12,1531422464,1370.59,8,16,2026,12
PT Distributor Riau 03,RIAU,2026-01,998948943,855.31,6,10,2026,1
PT Distributor Riau 03,RIAU,2026-02,1006354616,944.0,8,12,2026,2
PT Distributor Riau 03,RIAU,2026-03,1329942894,1190.97,6,14,2026,3
PT Distributor Riau 03,RIAU,2026-04,1275312105,1150.55,6,12,2026,4
PT Distributor Riau 03,RIAU,2026-05,1938673304,1724.75,8,20,2026,5
PT Distributor Riau 03,RIAU,2026-06,1194384700,1093.21,6,15,2026,6
PT Distributor Riau 03,RIAU,2026-07,1287220546,1163.3700000000001,6,15,2026,7
PT Distributor Riau 03,RIAU,2026-08,1020052875,874.66,6,14,2026,8
PT Distributor Riau 03,RIAU,2026-09,993729514,904.7099999999999,6,11,2026,9
PT Distributor Riau 03,RIAU,2026-10,1613585360,1388.7,7,17,2026,10
PT Distributor Riau 03,RIAU,2026-11,1301043513,1163.5,6,16,2026,11
PT Distributor Riau 03,RIAU,2026-12,1552753466,1368.54,6,16,2026,12
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-01,1052977050,960.73,3,12,2026,1
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-02,1077906731,1005.0999999999999,3,11,2026,2
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-03,844502981,772.29,4,13,2026,3
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-04,694759648,629.77,4,10,2026,4
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-05,377657204,325.53,3,4,2026,5
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-06,941247924,840.8399999999999,4,12,2026,6
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-07,1045860470,926.1400000000001,4,11,2026,7
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-08,1351856146,1155.45,3,12,2026,8
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-09,1137621909,1029.0,4,14,2026,9
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-10,918716954,795.6,3,10,2026,10
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-11,1140898906,1030.7,4,11,2026,11
PT Distributor Sulawesi Barat 01,SULAWESI BARAT,2026-12,690510273,638.36,4,9,2026,12
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-01,621712036,550.21,4,9,2026,1
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-02,661572373,596.35,3,8,2026,2
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-03,378422161,334.22,2,4,2026,3
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-04,1500028032,1325.21,3,14,2026,4
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-05,771190127,699.63,4,11,2026,5
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-06,1119286333,1003.84,4,13,2026,6
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-07,788552257,708.22,4,10,2026,7
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-08,762688531,673.03,4,11,2026,8
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-09,1767571513,1547.77,4,18,2026,9
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-10,1415685656,1236.26,4,16,2026,10
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-11,1354843003,1268.2,4,15,2026,11
PT Distributor Sulawesi Barat 02,SULAWESI BARAT,2026-12,1745430708,1520.95,4,19,2026,12
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-01,1123343207,1022.31,4,13,2026,1
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-02,962647314,835.5,4,11,2026,2
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-03,949671881,812.77,4,11,2026,3
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-04,1409978090,1274.53,4,13,2026,4
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-05,1469734870,1292.82,4,16,2026,5
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-06,653263638,595.63,3,9,2026,6
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-07,814652918,666.81,4,9,2026,7
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-08,1141627882,1032.78,3,10,2026,8
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-09,2003241621,1794.43,4,18,2026,9
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-10,1168022889,1029.36,4,14,2026,10
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-11,859949865,749.54,4,11,2026,11
PT Distributor Sulawesi Barat 03,SULAWESI BARAT,2026-12,437229032,401.75,4,7,2026,12
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-01,920087270,803.47,4,12,2026,1
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-02,787425721,691.52,4,10,2026,2
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-03,1846533820,1645.3899999999999,4,21,2026,3
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-04,1044021088,922.29,4,11,2026,4
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-05,1222236405,1113.48,3,13,2026,5
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-06,779948284,667.01,4,10,2026,6
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-07,1097303681,1002.6899999999999,4,11,2026,7
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-08,1605647546,1374.92,4,17,2026,8
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-09,1606129291,1395.66,4,18,2026,9
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-10,795005110,694.6,4,8,2026,10
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-11,1353597355,1201.34,4,15,2026,11
PT Distributor Sulawesi Selatan 01,SULAWESI SELATAN,2026-12,1135123528,984.44,4,14,2026,12
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-01,1506321749,1310.29,4,19,2026,1
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-02,1240796349,1109.54,4,13,2026,2
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-03,1047957982,940.9,4,11,2026,3
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-04,801428997,715.1700000000001,4,8,2026,4
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-05,802249629,699.42,4,9,2026,5
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-06,853046104,704.9,4,9,2026,6
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-07,1309059484,1157.77,4,16,2026,7
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-08,1384084967,1262.03,4,16,2026,8
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-09,1610640647,1448.99,4,16,2026,9
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-10,1232067168,1074.91,3,13,2026,10
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-11,886919768,793.03,4,11,2026,11
PT Distributor Sulawesi Selatan 02,SULAWESI SELATAN,2026-12,1669490627,1488.6399999999999,4,16,2026,12
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-01,1199633090,1039.23,4,14,2026,1
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-02,847861137,769.23,4,12,2026,2
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-03,862501756,778.67,4,10,2026,3
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-04,1547971805,1336.69,4,18,2026,4
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-05,1550418232,1385.3,4,17,2026,5
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-06,998323740,861.69,3,9,2026,6
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-07,1692712478,1446.4,4,17,2026,7
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-08,1179336404,1094.79,4,14,2026,8
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-09,582494254,500.04,4,5,2026,9
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-10,538953367,465.46000000000004,4,8,2026,10
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-11,1162922337,978.97,4,12,2026,11
PT Distributor Sulawesi Selatan 03,SULAWESI SELATAN,2026-12,1326514179,1209.96,4,14,2026,12
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-01,1930769476,1741.18,4,18,2026,1
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-02,608362080,544.86,4,5,2026,2
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-03,995879005,929.23,4,11,2026,3
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-04,923182357,789.49,4,12,2026,4
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-05,1518424360,1368.87,4,16,2026,5
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-06,793001907,723.0699999999999,4,10,2026,6
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-07,1591404750,1399.34,4,16,2026,7
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-08,1052457839,920.99,4,12,2026,8
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-09,546516457,515.97,3,8,2026,9
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-10,634893120,536.18,4,10,2026,10
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-11,461186355,396.44,4,8,2026,11
PT Distributor Sulawesi Tengah 01,SULAWESI TENGAH,2026-12,1481677327,1262.09,4,17,2026,12
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-01,1521194825,1323.66,4,14,2026,1
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-02,1537927470,1339.13,4,15,2026,2
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-03,1142883233,1012.58,4,11,2026,3
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-04,934986433,793.38,4,8,2026,4
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-05,1590941522,1422.7,4,16,2026,5
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-06,503926988,441.40999999999997,3,7,2026,6
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-07,1398162228,1195.28,4,16,2026,7
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-08,1449816752,1302.82,4,16,2026,8
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-09,1145999345,1027.65,3,12,2026,9
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-10,1024191607,931.55,3,10,2026,10
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-11,1112289538,951.39,4,10,2026,11
PT Distributor Sulawesi Tengah 02,SULAWESI TENGAH,2026-12,1128857612,999.25,4,13,2026,12
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-01,896111153,777.25,4,10,2026,1
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-02,694946053,646.02,3,7,2026,2
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-03,1037380098,940.69,4,13,2026,3
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-04,1150774497,1026.45,4,12,2026,4
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-05,1046253244,920.24,4,12,2026,5
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-06,1261740203,1081.51,4,12,2026,6
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-07,705930391,631.13,4,9,2026,7
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-08,494878813,424.29,3,5,2026,8
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-09,976861763,835.5699999999999,4,12,2026,9
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-10,1026020084,954.85,4,13,2026,10
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-11,1129608260,1025.05,4,13,2026,11
PT Distributor Sulawesi Tengah 03,SULAWESI TENGAH,2026-12,1086686536,961.4599999999999,3,10,2026,12
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-01,1827033361,1592.03,4,20,2026,1
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-02,1256006089,1061.76,4,13,2026,2
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-03,1824358001,1563.25,4,19,2026,3
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-04,1588691554,1432.97,4,15,2026,4
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-05,461891642,398.40000000000003,3,5,2026,5
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-06,711535987,692.55,3,6,2026,6
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-07,1292361024,1104.13,4,13,2026,7
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-08,1005269323,923.71,3,11,2026,8
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-09,698027663,581.12,3,7,2026,9
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-10,1516636462,1320.85,4,15,2026,10
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-11,1763153530,1574.98,4,18,2026,11
PT Distributor Sulawesi Tenggara 01,SULAWESI TENGGARA,2026-12,1079875603,974.95,4,11,2026,12
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-01,788228540,682.3299999999999,3,10,2026,1
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-02,1130599501,1026.31,4,15,2026,2
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-03,1236992437,1086.2,4,13,2026,3
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-04,550296326,462.96,4,7,2026,4
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-05,644968651,558.3,4,7,2026,5
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-06,877242154,795.65,4,11,2026,6
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-07,894720447,816.14,3,10,2026,7
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-08,601709071,530.3,3,8,2026,8
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-09,872709960,794.75,4,10,2026,9
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-10,748798296,695.96,4,11,2026,10
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-11,946050633,792.4300000000001,4,8,2026,11
PT Distributor Sulawesi Tenggara 02,SULAWESI TENGGARA,2026-12,1432364047,1251.66,4,14,2026,12
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-01,1012133746,885.4599999999999,4,13,2026,1
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-02,1308613661,1115.96,4,10,2026,2
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-03,1203247863,1037.63,4,12,2026,3
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-04,1022612940,912.5,4,11,2026,4
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-05,691406140,588.1800000000001,4,10,2026,5
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-06,1124638917,1004.71,4,15,2026,6
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-07,718964888,600.9,3,8,2026,7
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-08,1024951647,968.42,4,15,2026,8
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-09,623732980,550.71,3,7,2026,9
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-10,1023837663,861.61,4,12,2026,10
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-11,1166244328,1048.49,4,13,2026,11
PT Distributor Sulawesi Tenggara 03,SULAWESI TENGGARA,2026-12,1217026789,1062.59,4,14,2026,12
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-01,1418336009,1206.33,4,14,2026,1
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-02,753488778,683.64,4,9,2026,2
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-03,1316850098,1188.11,4,13,2026,3
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-04,753852403,633.87,4,8,2026,4
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-05,689327356,566.73,4,8,2026,5
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-06,814538737,730.37,3,10,2026,6
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-07,957439555,843.9,4,13,2026,7
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-08,1359456067,1176.52,4,13,2026,8
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-09,623779534,545.51,4,9,2026,9
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-10,1180493853,1044.21,4,12,2026,10
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-11,816093842,716.43,3,9,2026,11
PT Distributor Sulawesi Utara 01,SULAWESI UTARA,2026-12,500747414,466.19,3,5,2026,12
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-01,905207113,824.0,4,12,2026,1
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-02,408028766,385.62,3,6,2026,2
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-03,1347131385,1256.2,4,15,2026,3
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-04,1072599369,945.83,4,12,2026,4
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-05,664044343,575.04,4,8,2026,5
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-06,824002940,735.13,3,10,2026,6
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-07,1248060946,1136.6399999999999,4,15,2026,7
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-08,1999184847,1774.02,4,18,2026,8
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-09,694308028,603.7,4,7,2026,9
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-10,1043754874,969.02,4,12,2026,10
PT Distributor Sulawesi Utara 02,SULAWESI UTARA,2026-11,1443246426,1294.1,4,16,2026,11
